Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Nmax,Nhalf,HPCG [TFlop/s],Power (kW),Power Source,Power Effeciency [GFlops/Watts],Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent,Site ID,System ID
307,,50,307,Suiren2,"ZettaScaler-2.2, Xeon D-1571 16C 1.3GHz, Infiniband EDR, PEZY-SC2",High Energy Accelerator Research Organization /KEK,PEZY Computing / Exascaler Inc.,Japan,2017,Research,762624,761856,788.1963,1082.573,1238016,,,47.03,Submitted,16.759,Cluster,Xeon D-1571 16C 1.3GHz,Intel Broadwell,1300,CentOS,Linux,PEZY-SC2 500Mhz,16,Intel Xeon E5 (Broadwell),ZettaScaler-2.2,Pezy/Exascaler Cluster,Infiniband,Infiniband EDR,Eastern Asia,Asia,47988,179164
308,208,49,208,,"Huawei X6800 V3, Xeon E5-2683 v4  16C 2.1GHz, Infiniband EDR",University (A),Huawei,China,2017,Academic,28160,,787.103,946.176,3356160,,,357.5,Submitted,2.202,Cluster,Xeon E5-2683 v4  16C 2.1GHz,Intel Broadwell,2100,CentOS,Linux,None,16,Intel Xeon E5 (Broadwell),Huawei X6800 V3,Huawei Cluster,Infiniband,Infiniband EDR,Eastern Asia,Asia,50705,179050
309,212,49,212,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,United States,2017,Industry,34560,,785.346,1327.104,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,50172,179146
310,213,49,213,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,Netherlands,2017,Industry,34560,,785.346,1327.104,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,Western Europe,Europe,50503,179137
311,210,49,210,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,United States,2017,Industry,34560,,785.346,1327.104,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,50172,179145
312,211,49,211,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,Netherlands,2017,Industry,34560,,785.346,1327.104,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,Western Europe,Europe,50503,179138
313,214,45,86,XStream,"Cray CS-Storm, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, Nvidia K80",Stanford Research Computing Center,Cray Inc.,United States,2015,Academic,14820,13520,781.3,1001.692,1207296,,23,190,Submitted,4.112,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Linux,Linux,NVIDIA Tesla K80,10,Intel Xeon E5 (IvyBridge),Cray CS-Storm,Cray CS-Storm,Infiniband,Infiniband FDR,North America,Americas,50575,178566
314,215,49,215,,"Inspur TS10000, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet, NVIDIA Tesla P100",Internet Service A,Inspur,China,2017,Industry,17920,15680,779.2,1422.4,981000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur TS10000,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia,50596,179117
315,216,45,87,Sekirei-ACC,"SGI ICE XA, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, Nvidia K40",University of Tokyo/Institute for Solid State Physics,HPE,Japan,2015,Academic,15552,8640,777.4,1100.16,1935360,,,255.3,Submitted,3.045,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,SUSE Linux Enterprise Server 11,Linux,NVIDIA Tesla K40,12,Intel Xeon E5 (Haswell),SGI ICE XA,SGI ICE,Infiniband,Infiniband FDR,Eastern Asia,Asia,49208,178527
316,217,38,15,Zin,"Xtreme-X GreenBlade GB512X, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, Infiniband QDR",Lawrence Livermore National Laboratory,Cray Inc.,United States,2011,Research,46208,,773.7,961.1264,3260400,1630200,,924.16,Submitted,0.837,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,RHEL 6.2,Linux,None,8,Intel Xeon E5 (SandyBridge),Xtreme-X GreenBlade GB512X,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas,48247,177469
317,218,38,16,Tianhe-1A Hunan Solution,"NUDT YH MPP, Xeon X5670 6C 2.93 GHz, Proprietary, NVIDIA 2050",National Super Computer Center in Hunan,NUDT,China,2011,Research,53248,28672,771.7,1342.75072,2200000,,,1155.07,Submitted,0.668,MPP,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,NVIDIA 2050,6,Xeon 5600-series (Westmere-EP),NUDT YH MPP,NUDT MPP,Proprietary Network,Proprietary,Eastern Asia,Asia,50363,177448
318,219,47,250,,"Inspur TS10000, Xeon E5-2690v3 12C 2.6GHz/Xeon E5-2690v4, Intel Omni-Path",Qingdao National Laboratory for Marine Science and Technology,Inspur,China,2016,Research,23920,,771.3,1030.195,3707000,,,162,Submitted,4.761,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,CentOS,Linux,None,12,Intel Xeon E5 (Haswell),Inspur TS10000,Inspur Cluster,Omnipath,Intel Omni-Path,Eastern Asia,Asia,50663,178855
319,220,49,220,Research Computation Facility for GOSAT-2 (RCF2),"SGI Rackable C1104-GP1, Xeon E5-2650v4 12C 2.2GHz, Infiniband EDR, NVIDIA Tesla P100",National Institute for Environmental Studies,NSSOL/HPE,Japan,2017,Research,16320,13440,770.4,1243.776,706560,,22.5,78.64,Submitted,9.797,Cluster,Xeon E5-2650v4 12C 2.2GHz,Intel Broadwell,2200,CentOS,Linux,NVIDIA Tesla P100,12,Intel Xeon E5 (Broadwell),SGI Rackable C1104-GP1,Rackable Cluster,Infiniband,Infiniband EDR,Eastern Asia,Asia,48474,179108
320,221,47,126,ForHLR II,"Lenovo NeXtScale nx360M5, Xeon E5-2660v3 10C 2.6GHz, Infiniband EDR/FDR",Karlsruher Institut für Technologie (KIT) ,Lenovo,Germany,2016,Academic,22960,,768.336,955.136,2865408,,,435,Submitted,1.766,Cluster,Xeon E5-2660v3 10C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,10,Intel Xeon E5 (Haswell),Lenovo NeXtScale nx360 M5,Lenovo NeXtScale,Infiniband,Infiniband EDR/FDR,Western Europe,Europe,50444,178840
321,,50,321,Internet Company T T1,"Lenovo RD450, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Service Provider T,Lenovo,China,2017,Industry,40320,,767.951,1548.288,4293312,,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50329,179238
322,222,43,49,Spruce B,"SGI ICE X, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR",AWE,HPE,United Kingdom,2014,Research,35640,,767.504,798.336,,,,684.5,Submitted,1.121,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,SUSE Linux Enterprise Server 11,Linux,None,10,Intel Xeon E5 (IvyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,Northern Europe,Europe,47363,178422
323,,50,323,Internet Company T U1,"Lenovo RD450, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet",Service Provider T,Lenovo,China,2017,Industry,40800,,765.584,1501.44,4664832,,,,,,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50329,179237
324,,50,324,Internet Company T U2,"Lenovo RD450, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet",Service Provider T,Lenovo,China,2017,Industry,40800,,765.584,1501.44,4664832,,,,,,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50329,179236
325,,50,325,,"Huawei RH2288H V3 Cluster, Xeon E5-2680v4 14C 2.4GHz, Infiniband FDR",Petroleum Company,Huawei,China,2017,Industry,26880,,763.8,1032.192,3200000,,,374,Submitted,2.042,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Huawei RH2288H V3 Cluster,Huawei Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia,50754,179303
326,223,48,168,SNL CTS-1 Dark Ghost,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path",Sandia National Laboratories,Penguin Computing,United States,2016,Research,25920,,761.787,870.912,3214649,,,320,Submitted,2.381,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,TOSS,Linux,None,18,Intel Xeon E5 (Broadwell),Tundra Extreme Scale,Penguin Computing Cluster,Omnipath,Intel Omni-Path,North America,Americas,48748,178967
327,224,48,169,Topaz,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path","Penguin Computing, Inc.",Penguin Computing,United States,2016,Vendor,26496,,759.9,778.5,2550528,,,321,Submitted,2.367,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,TOSS,Linux,None,18,Intel Xeon E5 (Broadwell),Tundra Extreme Scale,Penguin Computing Cluster,Omnipath,Intel Omni-Path,North America,Americas,50680,178968
328,225,49,225,,"HP Apollo XL1x0r, Xeon E5-2683 v4  16C 2.1GHz, Infiniband EDR",Service Provider,HPE,"Korea, South",2017,Industry,30720,,759.609,1032.192,,,,,,,Cluster,Xeon E5-2683 v4  16C 2.1GHz,Intel Broadwell,2100,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),HP Apollo XL1x0r,HP Apollo,Infiniband,Infiniband EDR,Eastern Asia,Asia,50513,179152
329,,50,329,,"Cluster Platform DL360, Xeon E5-2660v4 14C 2GHz, 10G Ethernet",E-Commerce,HPE,United States,2017,Industry,41132,,758.632,1316.224,,,,,,,Cluster,Xeon E5-2660v4 14C 2GHz,Intel Broadwell,2000,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,50247,179290
330,227,49,227,,"Cluster Platform DL380, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet",Retailer (C),HPE,United States,2017,Industry,36500,,758.552,1284.8,,,,,,,Cluster,Xeon E5-2630v4 10C 2.2GHz,Intel Broadwell,2200,Linux,Linux,None,10,Intel Xeon E5 (Broadwell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,49832,179154
331,228,49,228,,"Cluster Platform DL380, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet",Retailer (C),HPE,United States,2017,Industry,36500,,758.552,1284.8,,,,,,,Cluster,Xeon E5-2630v4 10C 2.2GHz,Intel Broadwell,2200,Linux,Linux,None,10,Intel Xeon E5 (Broadwell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,49832,179153
332,229,49,229,,"Cluster Platform DL380, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Service Provider,HPE,"Korea, South",2017,Industry,32760,,756.976,1257.984,,,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,Eastern Asia,Asia,50513,179155
333,230,46,111,,"Lenovo ThinkServer RD650, Intel Xeon E5-2650v3 10C 2GHz, 10G Ethernet",Internet Company A,Lenovo,China,2015,Industry,70000,,756.88,2240,5020000,,,2625,Derived,0.288,Cluster,Xeon E5-2650v3 10C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,10,Intel Xeon E5 (Haswell),Lenovo ThinkServer RD650,Lenovo ThinkServer,10G,10G Ethernet,Eastern Asia,Asia,50580,178632
334,231,46,109,,"Lenovo ThinkServer RD650, Intel Xeon E5-2650v3 10C 2GHz, 10G Ethernet",Internet Company A,Lenovo,China,2015,Industry,70000,,756.88,2240,5020000,,,2625,Derived,0.288,Cluster,Xeon E5-2650v3 10C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,10,Intel Xeon E5 (Haswell),Lenovo ThinkServer RD650,Lenovo ThinkServer,10G,10G Ethernet,Eastern Asia,Asia,50580,178631
335,232,46,110,,"Lenovo ThinkServer RD650, Intel Xeon E5-2650v3 10C 2GHz, 10G Ethernet",Internet Company A,Lenovo,China,2015,Industry,70000,,756.88,2240,5020000,,,2625,Derived,0.288,Cluster,Xeon E5-2650v3 10C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,10,Intel Xeon E5 (Haswell),Lenovo ThinkServer RD650,Lenovo ThinkServer,10G,10G Ethernet,Eastern Asia,Asia,50580,178630
336,233,47,132,,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,United States,2016,Industry,30000,,753.523,1152,,,,1000,Derived,0.754,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,50172,178889
337,234,49,234,,"Sugon TC6000, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet",IT Service Provider,Sugon,China,2017,Industry,44000,,752.3,1548.8,5430000,,,1029,Submitted,0.731,Cluster,Xeon E5-2630v4 10C 2.2GHz,Intel Broadwell,2200,CentOS,Linux,None,10,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50709,179060
338,235,48,175,,"Sugon TC6000, Xeon E5-2680v3 12C 2.5GHz, 10G Ethernet",Government Research Center,Sugon,China,2016,Government,38400,,752.3,1536,4571000,,,672,Submitted,1.119,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,CentOS,Linux,None,12,Intel Xeon E5 (Haswell),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50686,178993
339,237,49,237,,"Inspur TS10000, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet",Internet Service (B),Inspur,China,2017,Industry,48000,,748.2,1766.4,5243000,,,,,,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,CentOS,Linux,None,12,Intel Xeon E5 (Haswell),Inspur TS10000,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia,50330,179122
340,236,49,236,,"Inspur TS10000, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet",Internet Service (B),Inspur,China,2016,Industry,48000,,748.2,1766.4,5243000,,,,,,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,CentOS,Linux,None,12,Intel Xeon E5 (Haswell),Inspur TS10000,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia,50330,179121
341,238,49,238,,"Inspur TS10000, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet",Service Provider T,Inspur,China,2017,Industry,48000,,748.2,1766.4,5243000,,,,,,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,CentOS,Linux,None,12,Intel Xeon E5 (Haswell),Inspur TS10000,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia,50329,179123
342,310,48,231,,"FusionServer CH140 V3 Cluster, Xeon E5-2680 v4/E5-2680v3 12C 2.5GHz, Infiniband FDR",Manufacturing Company A,Huawei,Germany,2016,Industry,35480,,747.7,1419.2,4281600,,,574.3,Submitted,1.302,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),FusionServer CH140 V3 Cluster,Huawei Cluster,Infiniband,Infiniband FDR,Western Europe,Europe,50689,178996
343,239,48,176,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,United States,2016,Industry,32832,,746.079,1260.749,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas,50172,179008
344,240,43,51,COMA (PACS-IX),"Cray CS300 1027GR, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR, Intel Xeon Phi 7110P","Center for Computational Sciences, University of Tsukuba",Cray Inc.,Japan,2014,Academic,55664,47824,745.997,998.502,1638400,,,365.8,Submitted,2.039,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,Intel Xeon Phi 7110P,10,Intel Xeon E5 (IvyBridge),Cray CS300 1027GR,Cray CS300,Infiniband,Infiniband FDR,Eastern Asia,Asia,47529,178326
345,,50,345,Internet Company A R1,"Lenovo RD550, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Company A,Lenovo,China,2017,Industry,34560,,745.39,1382.4,3718080,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Lenovo RD550,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50580,179235
346,241,49,241,,"Cluster Platform DL380, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Service Provider,HPE,"Korea, South",2017,Industry,32200,,744.036,1236.48,,,,,,,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,Eastern Asia,Asia,50513,179156
347,242,48,178,,"Sugon TC6000, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Government,Sugon,China,2016,Government,39200,,742.4,1505.28,4441000,,,588,Submitted,1.263,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,CentOS,Linux,None,14,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50685,178991
348,243,49,243,,"Sugon TC6000, Xeon E5-2650v4 12C 2.2GHz, 10G Ethernet",Internet Company,Sugon,China,2017,Industry,43200,,741.8,1520.64,4848000,,,900,Submitted,0.824,Cluster,Xeon E5-2650v4 12C 2.2GHz,Intel Broadwell,2200,CentOS,Linux,None,12,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50707,179057
349,244,45,93,Numerical Materials Simulator,"SGI ICE X, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",National Institute for Materials Science,HPE,Japan,2015,Research,25056,,741.748,1002.24,1804032,,,405,Submitted,1.831,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,SUSE Linux Enterprise Server 11,Linux,None,12,Intel Xeon E5 (Haswell),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,Eastern Asia,Asia,49749,178528
350,245,49,245,,"Lenovo RD550, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Service (B),Lenovo,China,2017,Industry,38400,,740.352,1536,2771328,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Lenovo RD550,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50330,179076
351,246,46,114,HiperGator 2.0,"PowerEdge C6320, Xeon E5-2698v3 16C 2.3GHz, Infiniband",University of Florida,Dell EMC,United States,2015,Academic,29184,,738.065,1073.971,3500160,,,384,Submitted,1.922,Cluster,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,Redhat Enterprise Linux 6.5,Linux,None,16,Intel Xeon E5 (Haswell),PowerEdge C6320,Dell PowerEdge Cluster,Infiniband,Infiniband,North America,Americas,49751,178663
352,247,45,94,Earth System Numerical Simulator,"Sugon Cluster TC4600E, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","LASG/Institute of Atmospheric Physics, CAS",Sugon,China,2015,Academic,24912,,738,996.48,4223000,,6.3,540,Submitted,1.367,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Sugon Cluster TC4600E,Sugon Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia,49542,178562
353,,50,353,Internet Company T V1,"Lenovo RD450, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet",Service Provider T,Lenovo,China,2017,Industry,38400,,734.822,1413.12,4525440,,,,,,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50329,179234
354,248,48,182,,"Sugon TC6000, Xeon E5-2690v4 14C 2.6GHz, 10G Ethernet",Government,Sugon,China,2016,Government,35840,,734.7,1490.944,4220000,,,576,Submitted,1.276,Cluster,Xeon E5-2690v4 14C 2.6GHz,Intel Broadwell,2600,CentOS,Linux,None,14,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50683,178989
355,475,48,367,,"FusionServer X6800/XH620 V3 Cluster, Xeon E5-2650v4 12C 2.2GHz, Infiniband QDR",Manufacturing Company B,Huawei,Germany,2016,Industry,27960,,733.9,984.192,3840000,,,336.32,Submitted,2.182,Cluster,Xeon E5-2650v4 12C 2.2GHz,Intel Broadwell,2200,Linux,Linux,None,12,Intel Xeon E5 (Broadwell),FusionServer XH620 V3 Cluster,Huawei Cluster,Infiniband,Infiniband QDR,Western Europe,Europe,50690,178997
356,249,48,183,,"HC2000 Cluster, Xeon E5-2620v3 6C 2.4GHz, Infiniband FDR, NVIDIA Tesla K40",Government,Sugon,China,2016,Government,14400,12000,731.2,1236.16,1616000,,,400,Submitted,1.828,Cluster,Xeon E5-2620v3 6C 2.4GHz,Intel Haswell,2400,CentOS,Linux,NVIDIA Tesla K40,6,Intel Xeon E5 (Haswell),HC2000 Cluster,Sugon Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia,50605,178988
357,,50,357,,"Cluster Platform DL360, Xeon E5-2650v4 12C 2.2GHz, 10G Ethernet",Information Technology Company (P),HPE,China,2017,Industry,34896,,731.187,1228.339,,,,,,,Cluster,Xeon E5-2650v4 12C 2.2GHz,Intel Broadwell,2200,Linux,Linux,None,12,Intel Xeon E5 (Broadwell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,Eastern Asia,Asia,50747,179269
358,251,46,116,,"Inspur TS10000 HPC Server, Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet, NVIDIA Tesla K40",Internet Service A,Inspur,China,2015,Industry,15640,10200,730.1,1085.552,1475127,,,225,Submitted,3.245,Cluster,Intel Xeon E5-2650v2  8C 2.6GHz,Intel IvyBridge,2600,CentOS,Linux,NVIDIA Tesla K40,8,Intel Xeon E5 (IvyBridge),Inspur TS10000 HPC Server,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia,50596,178656
359,252,49,252,,"Sugon TC6000, Xeon E5-2650v3 10C 2.3GHz, 10G Ethernet",Internet Company,Sugon,China,2016,Industry,40000,,725,1472,5144000,,,990,Submitted,0.732,Cluster,Xeon E5-2650v3 10C 2.3GHz,Intel Haswell,2300,CentOS,Linux,None,10,Intel Xeon E5 (Haswell),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia,50708,179059
360,256,48,188,,"Lenovo RD450, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Company A,Lenovo,China,2016,Industry,36864,,721.06,1474.56,3325632,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50580,178954
361,257,48,189,,"Lenovo RD450, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Company A,Lenovo,China,2016,Industry,36864,,721.06,1474.56,3325632,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50580,178951
362,258,48,190,,"Lenovo RD450, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Company A,Lenovo,China,2016,Industry,36864,,721.06,1474.56,3325632,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50580,178948
363,259,48,191,,"Lenovo RD450, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Company A,Lenovo,China,2016,Industry,36864,,721.06,1474.56,3325632,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50580,178953
364,260,48,192,,"Lenovo RD450, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Company A,Lenovo,China,2016,Industry,36864,,721.06,1474.56,3325632,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50580,178950
365,253,48,185,,"Lenovo RD450, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Company A,Lenovo,China,2016,Industry,36864,,721.06,1474.56,3325632,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50580,178955
366,254,48,186,,"Lenovo RD450, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Company A,Lenovo,China,2016,Industry,36864,,721.06,1474.56,3325632,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia,50580,178952
