"","date","ExaRank","exascalar","top500rank","green500rank.g","rmax.g","power.g","mflopswatt.g","how.g","year.g","name.g","totalcores.g","computer.g","site.g","manufacturer.g","country.g","segment.g","acceleratorcoprocessorcores.g","rpeak.g","nmax.g","nhalf.g","architecture.g","processor.g","processorfamily.g","procfrequency.g","oatingsystem.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax.t","rpeak.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t","rmax","mflopswatt"
"396",2015-06-01,248,-3.84,396,151,193350,201.83,957.9844424,"Submission",2014,"",10000,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR","IBM Development Engineering","IBM","United States","Vendor",0,2e+05,0,0,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband FDR","North America","Americas",321,43,259,"","IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR","IBM Development Engineering","IBM","United States",2014,"Vendor",10000,0,193350,200000,0,0,202,958,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband FDR","North America","Americas",193350,957.9844424
"397",2015-06-01,249,-3.84,397,152,193350,201.83,957.9844424,"Submission",2014,"",10000,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR","IBM Development Engineering","IBM","United States","Vendor",0,2e+05,0,0,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband FDR","North America","Americas",322,43,256,"","IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR","IBM Development Engineering","IBM","United States",2014,"Vendor",10000,0,193350,200000,0,0,202,958,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband FDR","North America","Americas",193350,957.9844424
"398",2015-06-01,250,-3.84,398,153,193350,201.83,957.9844424,"Submission",2014,"",10000,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR","IBM Development Engineering","IBM","United States","Vendor",0,2e+05,0,0,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband FDR","North America","Americas",319,43,257,"","IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR","IBM Development Engineering","IBM","United States",2014,"Vendor",10000,0,193350,200000,0,0,202,958,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband FDR","North America","Americas",193350,957.9844424
"399",2015-06-01,251,-3.84,399,154,193350,201.83,957.9844424,"Submission",2014,"",10000,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR","IBM Development Engineering","IBM","France","Vendor",0,2e+05,0,0,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband FDR","Western Europe","Europe",320,43,258,"","IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR","IBM Development Engineering","IBM","France",2014,"Vendor",10000,0,193350,200000,0,0,202,958,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband FDR","Western Europe","Europe",193350,957.9844424
"266",2015-06-01,252,-3.841,266,234,268100,388.8,689.5576132,"Top500",2012,"Dark Sand",14720,"Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Sandia National Laboratories","Cray Inc.","United States","Research",0,306176,2577260,1288630,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Appro Xtreme-X Supercomputer","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas",208,40,92,"Dark Sand","Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Sandia National Laboratories","Cray Inc.","United States",2012,"Research",14720,0,268100,306176,2577260,1288630,389,690,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Appro Xtreme-X Supercomputer","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas",268100,689.5576132
"167",2015-06-01,253,-3.846,167,282,396944.44,866.82,457.9317967,"Submission",2011,"",15360,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","United Kingdom Meteorological Office","IBM","United Kingdom","Research",0,471367.68,0,0,"MPP","POWER7 8C 3.84GHz","Power",3836,"AIX","Unix","None",8,"POWER7","Power 775","IBM pSeries","Custom Interconnect","Custom Interconnect","Northern Europe","Europe",126,38,63,"","Power 775, POWER7 8C 3.836GHz, Custom Interconnect","United Kingdom Meteorological Office","IBM","United Kingdom",2011,"Research",15360,0,396944,471368,0,0,867,458,"MPP","POWER7 8C 3.84GHz","Power",3836,"AIX","Unix","None",8,"POWER7","Power 775","IBM pSeries","Custom Interconnect","Custom Interconnect","Northern Europe","Europe",396944,457.9317967
"355",2015-06-01,254,-3.85,355,194,212553,251.2,846.1504777,"Submission",2013,"Riptide",12096,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Maui High-Performance Computing Center (MHPCC)","IBM","United States","Research",0,251597,1550025,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",286,41,149,"Riptide","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Maui High-Performance Computing Center (MHPCC)","IBM","United States",2013,"Research",12096,0,212553,251597,1550025,0,251,846,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",212553,846.1504777
"349",2015-06-01,255,-3.851,349,195,213778,255.2,837.6880878,"Submission",2013,"",12288,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Technische Universitaet Darmstadt","IBM/Lenovo","Germany","Academic",0,255590,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Western Europe","Europe",282,41,147,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Technische Universitaet Darmstadt","IBM/Lenovo","Germany",2013,"Academic",12288,0,213778,255590,0,0,255,838,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Western Europe","Europe",213778,837.6880878
"385",2015-06-01,256,-3.854,385,176,196234,217.2,903.4714549,"Top500",2013,"",8412,"Inspur TS10000, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, K20M/Xeon Phi 5110P","Shanghai Jiaotong University","Inspur","China","Academic",1900,262559.6,1671936,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Redhat Linux","Linux","K20M/Xeon Phi 5110P",8,"Intel Xeon E5 (SandyBridge)","Inspur TS10000","Inspur Cluster","Infiniband","Infiniband FDR","Eastern Asia","Asia",310,41,158,"","Inspur TS10000, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, K20M/Xeon Phi 5110P","Shanghai Jiaotong University","Inspur","China",2013,"Academic",8412,1900,196234,262560,1671936,0,217,903,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Redhat Linux","Linux","K20M/Xeon Phi 5110P",8,"Intel Xeon E5 (SandyBridge)","Inspur TS10000","Inspur Cluster","Infiniband","Infiniband FDR","Eastern Asia","Asia",196234,903.4714549
"450",2015-06-01,257,-3.858,450,148,176347.33,177.84,991.6066689,"Submission",2013,"",8976,"BladeCenter HS23 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","Classified","IBM","United States","Government",0,193882,0,0,"Cluster","Xeon E5-2680 8C 2.7GHz","Intel SandyBridge",2700,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","BladeCenter HS23 Cluster","IBM BladeCenter","Infiniband","Infiniband QDR","North America","Americas",375,42,247,"","BladeCenter HS23 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","Classified","IBM","United States",2013,"Government",8976,0,176347,193882,0,0,178,992,"Cluster","Xeon E5-2680 8C 2.7GHz","Intel SandyBridge",2700,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","BladeCenter HS23 Cluster","IBM BladeCenter","Infiniband","Infiniband QDR","North America","Americas",176347,991.6066689
"285",2015-06-01,258,-3.861,285,235,251500,365.5,688.0984952,"Top500",2012,"Grifo04",17408,"Itautec Cluster, Xeon X5670 6C 2.930GHz, Infiniband QDR, NVIDIA 2050","Petr","Itautec","Brazil","Industry",14336,563364,1136016,0,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","NVIDIA 2050",6,"Xeon 5600-series (Westmere-EP)","Itautec Cluster","Itautec Cluster","Infiniband","Infiniband QDR","South America","Americas",228,39,68,"Grifo04","Itautec Cluster, Xeon X5670 6C 2.930GHz, Infiniband QDR, NVIDIA 2050","Petróleo Brasileiro S.A","Itautec","Brazil",2012,"Industry",17408,14336,251500,563364,1136016,0,366,688,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","NVIDIA 2050",6,"Xeon 5600-series (Westmere-EP)","Itautec Cluster","Itautec Cluster","Infiniband","Infiniband QDR","South America","Americas",251500,688.0984952
"374",2015-06-01,259,-3.866,374,193,201466,238.07,846.2469022,"Top500",2014,"Zenobe",11496,"bullx B500/B510 cluster, Intel Xeon E5-2697v2 12C 2.7GHz/Xeon x5675, Infiniband QDR","Cenaero","Bull, Atos Group","Belgium","Industry",0,217538,1640000,0,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","bullx B500/B510 cluster","Bull Bullx","Infiniband","Infiniband QDR","Western Europe","Europe",300,43,334,"Zenobe","bullx B500/B510 cluster, Intel Xeon E5-2697v2 12C 2.7GHz/Xeon x5675, Infiniband QDR","Cenaero","Bull, Atos Group","Belgium",2014,"Industry",11496,0,201466,217538,1640000,0,238,846,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","bullx B500/B510 cluster","Bull Bullx","Infiniband","Infiniband QDR","Western Europe","Europe",201466,846.2469022
"425",2015-06-01,260,-3.866,425,167,187373,205.72,910.8156718,"Submission",2012,"",9904,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Max-Planck-Gesellschaft MPI/IPP","IBM","Germany","Research",0,206003,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Western Europe","Europe",349,39,87,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Max-Planck-Gesellschaft MPI/IPP","IBM","Germany",2012,"Research",9904,0,187373,206003,0,0,206,911,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Western Europe","Europe",187373,910.8156718
"390",2015-06-01,261,-3.869,390,187,194032,223.06,869.8646104,"Submission",2014,"",10256,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Automotive","IBM/Lenovo","United States","Industry",0,213325,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","IBM Flex System x240","IBM Flex System","Infiniband","Infiniband FDR","North America","Americas",315,43,255,"","IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Automotive","IBM/Lenovo","United States",2014,"Industry",10256,0,194032,213325,0,0,223,870,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","IBM Flex System x240","IBM Flex System","Infiniband","Infiniband FDR","North America","Americas",194032,869.8646104
"391",2015-06-01,262,-3.869,391,188,194032,223.06,869.8646104,"Submission",2014,"",10256,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Automotive","IBM/Lenovo","United States","Industry",0,213325,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","IBM Flex System x240","IBM Flex System","Infiniband","Infiniband FDR","North America","Americas",316,43,254,"","IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Automotive","IBM/Lenovo","United States",2014,"Industry",10256,0,194032,213325,0,0,223,870,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","IBM Flex System x240","IBM Flex System","Infiniband","Infiniband FDR","North America","Americas",194032,869.8646104
"394",2015-06-01,263,-3.869,394,186,193856,222.5,871.2629213,"Top500",2015,"Cherry Creek",18249,"Intel Cluster, Intel Xeon E5-2640v3 8C/ E5-2697v2 12C 2.7GHz, Intel TrueScale QDR, Intel Xeon Phi SE10/7120/7120P","University of Nevada at Las Vegas","Intel","United States","Academic",16649,355905.89,981000,0,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"CentOS","Linux","Intel Xeon Phi 7120P",12,"Intel Xeon E5 (IvyBridge)","Intel Cluster","Intel Cluster","Infiniband","Intel TrueScale QDR","North America","Americas",NA,45,394,"Cherry Creek","Intel Cluster, Intel Xeon E5-2640v3 8C/ E5-2697v2 12C 2.7GHz, Intel TrueScale QDR, Intel Xeon Phi SE10/7120/7120P","University of Nevada at Las Vegas","Intel","United States",2015,"Academic",18249,16649,193856,355906,981000,0,223,871,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"CentOS","Linux","Intel Xeon Phi 7120P",12,"Intel Xeon E5 (IvyBridge)","Intel Cluster","Intel Cluster","Infiniband","Intel TrueScale QDR","North America","Americas",193856,871.2629213
"105",2015-06-01,264,-3.875,105,357,684252,2825.55,242.16595,"Derived",2015,"GALILEO",50232,"IBM NeXtScale nx360M4, Xeon E5-2630v3 8C 2.4GHz, Infiniband QDR, Intel Xeon Phi 7120P","CINECA","IBM/Lenovo","Italy","Academic",44408,1103066,2210560,0,"Cluster","Xeon E5-2630v3 8C 2.4GHz","Intel Haswell",2400,"Linux","Linux","Intel Xeon Phi 7120P",8,"Intel Xeon E5 (Haswell)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband QDR","Southern Europe","Europe",NA,45,105,"GALILEO","IBM NeXtScale nx360M4, Xeon E5-2630v3 8C 2.4GHz, Infiniband QDR, Intel Xeon Phi 7120P","CINECA","IBM/Lenovo","Italy",2015,"Academic",50232,44408,684252,1103066,2210560,0,NA,NA,"Cluster","Xeon E5-2630v3 8C 2.4GHz","Intel Haswell",2400,"Linux","Linux","Intel Xeon Phi 7120P",8,"Intel Xeon E5 (Haswell)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband QDR","Southern Europe","Europe",684252,242.16595
"231",2015-06-01,265,-3.875,231,265,296294,530,559.045283,"Derived",2015,"",9600,"Apollo 6000 XL2x0a, Xeon E5-2680v3 12C 2.5GHz, Infiniband QDR","Automative Company","Hewlett-Packard","United States","Industry",0,384000,0,0,"Cluster","Xeon E5-2680v3 12C 2.5GHz","Intel Haswell",2500,"Linux","Linux","None",12,"Intel Xeon E5 (Haswell)","Apollo 6000 XL2x0a","HP Apollo","Infiniband","Infiniband QDR","North America","Americas",NA,45,231,"","Apollo 6000 XL2x0a, Xeon E5-2680v3 12C 2.5GHz, Infiniband QDR","Automative Company","Hewlett-Packard","United States",2015,"Industry",9600,0,296294,384000,0,0,NA,NA,"Cluster","Xeon E5-2680v3 12C 2.5GHz","Intel Haswell",2500,"Linux","Linux","None",12,"Intel Xeon E5 (Haswell)","Apollo 6000 XL2x0a","HP Apollo","Infiniband","Infiniband QDR","North America","Americas",296294,559.045283
"219",2015-06-01,266,-3.877,219,269,312690.61,595.2,525.3538474,"Derived",2015,"",11904,"Cluster Platform 3000 BL460c, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet","Telecommunication Company","Hewlett-Packard","China","Industry",0,457114,0,0,"Cluster","Xeon E5-2620v3 6C 2.4GHz","Intel Haswell",2400,"Linux","Linux","None",6,"Intel Xeon E5 (Haswell)","Cluster Platform 3000 BL460c","HP Cluster Platform 3000BL","10G","10G Ethernet","Eastern Asia","Asia",NA,45,219,"","Cluster Platform 3000 BL460c, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet","Telecommunication Company","Hewlett-Packard","China",2015,"Industry",11904,0,312691,457114,0,0,NA,NA,"Cluster","Xeon E5-2620v3 6C 2.4GHz","Intel Haswell",2400,"Linux","Linux","None",6,"Intel Xeon E5 (Haswell)","Cluster Platform 3000 BL460c","HP Cluster Platform 3000BL","10G","10G Ethernet","Eastern Asia","Asia",312691,525.3538474
"208",2015-06-01,267,-3.878,208,270,321178,630,509.8063492,"Derived",2015,"Santos Dumont CPU",18144,"Bullx B71x, Intel Xeon E5-2695v2 12C 2.4GHz, Infiniband FDR","Laborat","Bull, Atos Group","Brazil","Academic",0,348365,2270184,0,"Cluster","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"bullx SCS","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Bullx B71x","Bull Bullx","Infiniband","Infiniband FDR","South America","Americas",NA,45,208,"Santos Dumont CPU","Bullx B71x, Intel Xeon E5-2695v2 12C 2.4GHz, Infiniband FDR","Laboratório Nacional de Computação Científica","Bull, Atos Group","Brazil",2015,"Academic",18144,0,321178,348365,2270184,0,NA,NA,"Cluster","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"bullx SCS","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Bullx B71x","Bull Bullx","Infiniband","Infiniband FDR","South America","Americas",321178,509.8063492
"255",2015-06-01,268,-3.88,255,257,277504,472.5,587.3100529,"Derived",2015,"ABACUS I",8820,"SGI ICE X, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR","CINVESTAV","SGI","Mexico","Research",0,366912,2035200,0,"Cluster","Xeon E5-2697v3 14C 2.6GHz","Intel Haswell",2600,"SUSE Linux Enterprise Server 11","Linux","None",14,"Intel Xeon E5 (Haswell)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","Central America","Americas",NA,45,255,"ABACUS I","SGI ICE X, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR","CINVESTAV","SGI","Mexico",2015,"Research",8820,0,277504,366912,2035200,0,NA,NA,"Cluster","Xeon E5-2697v3 14C 2.6GHz","Intel Haswell",2600,"SUSE Linux Enterprise Server 11","Linux","None",14,"Intel Xeon E5 (Haswell)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","Central America","Americas",277504,587.3100529
"361",2015-06-01,269,-3.881,361,215,210350.9,272.87,770.8832045,"Derived",2014,"",12288,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.6GHz, Infiniband QDR","Automotive Company","Hewlett-Packard","United Kingdom","Industry",0,255590.4,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Infiniband","Infiniband QDR","Northern Europe","Europe",291,43,239,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.6GHz, Infiniband QDR","Automotive Company","Hewlett-Packard","United Kingdom",2014,"Industry",12288,0,210351,255590,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Infiniband","Infiniband QDR","Northern Europe","Europe",210351,770.8832045
"307",2015-06-01,270,-3.889,307,240,237400,356.8538462,665.2583474,"Derived",2014,"Euler 2",17664,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR","ETH Zuerich","Hewlett-Packard","Switzerland","Academic",0,381542,1482816,0,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Infiniband","Infiniband FDR","Western Europe","Europe",314,43,253,"Euler 2","Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR","ETH Zuerich","Hewlett-Packard","Switzerland",2014,"Academic",17664,0,237400,381542,1482816,0,NA,NA,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Infiniband","Infiniband FDR","Western Europe","Europe",237400,665.2583474
"300",2015-06-01,271,-3.891,300,241,240090,367.08,654.0536123,"Derived",2011,"Amazon EC2 Cluster Compute Instances",17024,"Amazon EC2 Cluster, Xeon 8C 2.60GHz, 10G Ethernet","Amazon Web Services","Self-made","United States","Industry",0,354099.2,2691392,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Amazon EC2 Cluster","NOW - Intel","10G","10G Ethernet","North America","Americas",240,38,42,"Amazon EC2 Cluster Compute Instances","Amazon EC2 Cluster, Xeon 8C 2.60GHz, 10G Ethernet","Amazon Web Services","Self-made","United States",2011,"Industry",17024,0,240090,354099,2691392,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Amazon EC2 Cluster","NOW - Intel","10G","10G Ethernet","North America","Americas",240090,654.0536123
"345",2015-06-01,272,-3.893,345,223,214313,294.53,727.6440431,"Submission",2014,"",11328,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Government","IBM","United States","Government",0,235622,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Infiniband","Infiniband FDR","North America","Americas",279,43,229,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Government","IBM","United States",2014,"Government",11328,0,214313,235622,0,0,295,728,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Infiniband","Infiniband FDR","North America","Americas",214313,727.6440431
